icao24	time	lat	lon	geoaltitude
1491	0	0.7533649065335205	0.29245321174080174	0.3473065621939275
1492	0	0.7476315165198553	0.18262730492177026	0.15024485798237022
1493	0	0.7084131643006364	0.1869385703663923	0.047404505386875614
1494	0	0.7041980085745096	0.18753596381633644	0.02409402546523017
1495	0	0.7082921855109138	0.18554462158928595	0.04133202742409403
1479	0	0.7062682315832025	0.17275470558922854	0.2746327130264447
1565	0	0.7024928443698922	0.18654277173237643	0.05915768854064643
1566	0	0.7056102767619038	0.1871898873383933	0.0327130264446621
1570	0	0.7054088364648411	0.18766468846355236	0.03702252693437806
1642	0	0.6793047123976538	0.22849606861345412	0.194515181194907
1647	0	0.7462830911744764	0.19863792440905928	0.20646425073457395
1651	0	0.7636189697034514	0.23674994231268567	0.09774730656219394
1652	0	0.7724494096592339	0.2913223997303279	0.3055827619980412
1654	0	0.6437954566748035	0.27220764852702234	0.04485798237022527
1664	0	0.8394221569087685	0.22714274934225603	0.266209598432909
1665	0	0.6942868884369189	0.22082413103804654	0.33633692458374154
1670	0	0.7456269191984999	0.15936211411321988	0.030754162585700306
1673	0	0.7058365283230343	0.2617526176015017	0.168462291870715
1676	0	0.8032277155247575	0.2581001050646833	0.12203721841332028
1678	0	0.8151240976016975	0.15517523461029187	0.026836434867776697
1641	0	0.7586961941791927	0.22884802778214178	0.2427032321253673
1679	0	0.7793704081253429	0.250281749753013	0.2952007835455436
1683	0	0.7562129099636017	0.26017693215320215	0.29892262487757104
1684	0	0.7832264478651351	0.30030143224887	0.059745347698334964
1685	0	0.729083982350935	0.1771109924282561	0.3330068560235064
1689	0	0.6969677218189089	0.2596913292095884	0.3676787463271303
1690	0	0.7442899550016209	0.1651537888099576	0.2787463271302645
1692	0	0.7680221731623752	0.18752047369751773	0.0683643486777669
1695	0	0.7355255439958083	0.2757573535624089	0.31047992164544574
1696	0	0.7835062413841967	0.2686306326044618	0.1572967678746328
1698	0	0.8297688701637306	0.3143774295565192	0.30577864838393737
1701	0	0.7534049639550063	0.23655756522882296	0.04720861900097944
1702	0	0.7037571363955415	0.22907798550564296	0.05602350636630755
1703	0	0.8266557109406659	0.15676484637450933	0.14926542605288937
1680	0	0.815554732569629	0.5042401620175907	0.3482859941234086
1706	0	0.6781443064859396	0.2239639819408466	0.04466209598432909
1640	0	0.7198759258512084	0.20155364143092327	0.06738491674828599
1636	0	0.7156379398002609	0.17293074631819133	0.16101860920666014
1571	0	0.6999293674887161	0.1860035877402568	0.06718903036238981
1574	0	0.7783771085886727	0.27172950964064146	0.2797257590597454
1575	0	0.700697264438219	0.1868220033015661	0.041332027424094024
1584	0	0.7004783635766513	0.18659023319784923	0.0385896180215475
99	0	0.8978774101548365	0.5875721431662811	0.3065621939275221
1592	0	0.8163101142279611	0.15530446684790492	0.02409402546523017
1595	0	0.6011413563509419	0.830278970392466	0.24799216454456416
1602	0	0.7594802216339918	0.2861803564413543	0.01449559255631734
1606	0	0.7080005488050689	0.18615718880717946	0.022331047992164548
1607	0	0.6716975873242415	0.22336031103262932	0.07894221351616064
1609	0	0.7362692734864985	0.17311118487124005	0.2713026444662096
1639	0	0.6611715836444062	0.2721152392783356	0.040940254652301666
1611	0	0.7306914933254623	0.1607256870554829	0.23467189030362393
1614	0	0.8398924884842519	0.1696980573236853	0.16552399608227236
1618	0	0.7938401151814296	0.24953227386091612	0.022918707149853085
1619	0	0.8059377748354226	0.17007365161566063	0.315181194906954
1620	0	0.8105174021586338	0.239682525206597	0.09559255631733596
1624	0	0.7806608485490515	0.25820562954156184	0.15102840352595498
1625	0	0.7077563626689708	0.21960792980011254	0.3110675808031343
1626	0	0.7052969699956543	0.1859037154415992	0.08834476003917728
96	0	0.8849186220606409	0.5652388891479536	0.2957884427032322
1629	0	0.7085845084707121	0.1694887866076529	0.24231145935357495
1632	0	0.6019553101379357	0.8229694702823944	0.0466209598432909
1635	0	0.8108333831928668	0.2919314873081395	0.037414299706170426
1613	0	0.7802915448751612	0.22910320333455433	0.3190989226248776
1452	0	0.7319573347285938	0.16517812887464078	0.2801175318315377
1994	0	0.8049019558527739	0.2528075414766689	0.026640548481880508
1997	0	0.7391023491243977	0.27672972693946346	0.23917727717923612
2311	0	0.750264368723372	0.2738225433102062	0.3006856023506367
2312	0	0.8335578692595802	0.16268722698625596	0.2601371204701273
2314	0	0.7083252954954695	0.16883250550587314	0.02899118511263467
2315	0	0.7360234955242198	0.2538391568027404	0.3095004897159648
2317	0	0.7081892191187721	0.16945180857302342	0.06287952987267385
2318	0	0.7194765684990291	0.20747031791947798	0.3341821743388835
2325	0	0.7091403104999169	0.2824959287640392	0.32203721841332034
47	0	0.8436267004603584	0.539581969903845	0.269539666993144
2329	0	0.7637363474286146	0.25514987071854467	0.1943192948090108
2330	0	0.7652748934182169	0.26612920647518923	0.2307541625857003
2333	0	0.7216541018166409	0.1839411931678203	0.3202742409402547
2334	0	0.7412548730840169	0.159016410698934	0.03545543584720862
2335	0	0.7338021551501193	0.26119146802470894	0.3330068560235064
2336	0	0.7422307686544465	0.16049436406741416	0.07306562193927524
2337	0	0.7458584343982007	0.16634439976385962	0.3181194906953967
2338	0	0.7326849054148556	0.23933009295383478	0.26033300685602356
2342	0	0.7168834978004606	0.2487090109504041	0.3116552399608227
2343	0	0.06317554848015969	0.994812170456331	0.017825661116552403
2346	0	0.7230999893729685	0.22648929054830771	0.31655239960822723
2347	0	0.6576670191252822	0.2646428380160559	0.33457394711067584
2351	0	0.7177582451979858	0.18040777273968536	0.3149853085210579
2352	0	0.711801921696429	0.1713199894507602	0.12752203721841335
2353	0	0.7610619874730921	0.20711722790203282	0.32242899118511265
2354	0	0.7915162541265176	0.24725986178987233	0.3171400587659158
2310	0	0.7171499553535207	0.2866637404299714	0.3288932419196866
2309	0	0.7027770525535613	0.22799160561390067	0.027619980411361413
48	0	0.7946962276004677	0.5711267607916455	0.2634671890303624
2308	0	0.756916249518004	0.16292978882085055	0.31067580803134187
2251	0	0.7654836348913612	0.2740284225956693	0.15122428991185113
2253	0	0.7103585103141599	0.1649713033770775	0.21038197845249756
2254	0	0.6400266419349233	0.2713652398803507	0.20430950048971597
2256	0	0.7612851402792578	0.29169562503882385	0.0881488736532811
2257	0	0.7014176188457957	0.22825399479449707	0.09559255631733596
52	0	0.6789549209753458	0.2228556324363229	0.339079333986288
2258	0	0.7057011169759412	0.18744209649766141	0.03506366307541626
2260	0	0.7755127977837196	0.26829875163103245	0.13535749265426056
2261	0	0.7084080704568586	0.16241968729948172	0.31380999020568073
2262	0	0.7084522171029328	0.16867640565616154	0.046816846229187074
2268	0	0.7477987643905596	0.1626988375655482	0.05190989226248776
2355	0	0.7397105186975514	0.21800662758201556	0.3073457394711068
2269	0	0.7701683793407536	0.23305209591141124	0.23388834476003925
2272	0	0.7154537053755143	0.17836903594474612	0.23212536728697358
2275	0	0.7061553180461282	0.16893048149506246	0.2859941234084231
2277	0	0.6607386069232936	0.26947190162439605	0.2746327130264447
2279	0	0.7302530194979393	0.24121549528032343	0.2452497551420177
2280	0	0.7763370241556652	0.2554373432077101	0.18961802154750246
2284	0	0.7551496054489018	0.16946751984813563	0.31694417238001965
2291	0	0.7100079618900682	0.23486663002669014	0.2775710088148874
2292	0	0.9600053247646958	0.08055948119904041	0.02428991185112635
2295	0	0.700960021879757	0.22979806477896397	0.12301665034280122
2297	0	0.7103394862226065	0.1686965704052807	0.019588638589618023
2300	0	0.7541461182246757	0.25805974805484916	0.08658178256611167
2307	0	0.7326564647870963	0.1999035361420273	0.30989226248775714
2270	0	0.6775252841956261	0.22644531837268658	0.07835455435847209
2357	0	0.7459345519887637	0.20676604474981816	0.30773751224289914
2358	0	0.7807355582577926	0.2851820796836734	0.3189030362389814
2359	0	0.7649255406324563	0.28892643059494566	0.3067580803134182
2410	0	0.6402762119809031	0.2726870874751466	0.13006856023506366
2412	0	0.7130257742623087	0.17260347490914113	0.2170421155729677
2413	0	0.7146056794334735	0.17417899202562193	0.33672869735553385
2415	0	0.7585077219594142	0.21260093989455056	0.29794319294809013
2418	0	0.7276895426167631	0.2330303713389909	0.29187071498530853
2419	0	0.8731096135540561	0.003244101931653045	0.31478942213516165
37	0	0.7290283745563607	0.5514501776394382	0.31753183153770814
2422	0	0.6372170404271003	0.27615495980273785	0.0742409402546523
2423	0	0.7516472553368644	0.23061601313359265	0.32164544564152797
2424	0	0.7083902420036363	0.187765809034255	0.0893241919686582
2425	0	0.7409994875663908	0.21865129546942827	0.33124387855044074
2427	0	0.7675022402831058	0.25914913921579324	0.27071498530852106
2408	0	0.706382843068203	0.2211377774635679	0.31145935357492666
36	0	0.641196075269777	0.6550092416844528	0.295592556317336
2434	0	0.729737706451985	0.2054098031954901	0.3181194906953967
2435	0	0.7712835773889397	0.2348550796583947	0.31949069539666997
2436	0	0.7175263125860863	0.24331069197185837	0.3259549461312439
2437	0	0.7605244596084402	0.28335200033450897	0.10969637610186092
2438	0	0.8411324998545602	0.15720479776852106	0.03682664054848188
2439	0	0.9566125064434471	0.0789513546638035	0.017825661116552403
2442	0	0.6391271186472456	0.2751424915541367	0.12321253672869739
2447	0	0.7322108737278507	0.17669084486405667	0.061900097943192955
2448	0	0.7873159554447429	0.26896426413390423	0.26209598432908915
2450	0	0.7444807053015333	0.15981913141955323	0.028207639569049953
35	0	0.8755795335045135	0.49945301831311356	0.2468168462291871
2453	0	0.7236009123102506	0.25429028428618206	0.3190989226248776
2430	0	0.7593768944279158	0.23033557232358268	0.3288932419196866
53	0	0.6842925405518249	0.182400972691574	0.30146914789422136
2406	0	0.7275166561439882	0.2351428064306256	0.33183153770812934
38	0	0.6453917045947553	0.658717520433844	0.3212536728697356
2360	0	0.760451730838946	0.28442428898266975	0.10852105778648385
2362	0	0.7184688293302054	0.19288908741922384	0.3279138099902057
43	0	0.21440728483050303	0.3880002698343023	0.3232125367286974
2364	0	0.745335565483976	0.16128771551063323	0.1555337904015671
2365	0	0.7490000625481569	0.1620356101997381	0.23467189030362395
2366	0	0.7456801498659777	0.15770039254007545	0.046816846229187074
2367	0	0.7311827874830478	0.2772005043273659	0.32673849167482866
42	0	0.7973151707805575	0.2345987038858228	0.23819784524975515
2368	0	0.6824244511689315	0.230567771214718	0.33770812928501476
2369	0	0.7634122445434692	0.27257785120303646	0.2585700293829579
2370	0	0.7490293521498792	0.2417328147745721	0.3220372184133203
41	0	0.6417626592683114	0.6455996563406475	0.21077375122428993
2403	0	0.7670981852749981	0.22129851778446982	0.3286973555337906
2371	0	0.7065496240032277	0.26329484816578425	0.17649363369245838
2378	0	0.6832016090094137	0.2166742063111728	0.31576885406464256
2381	0	0.8302804052755496	0.3264939842981702	0.30714985308521064
2382	0	0.6982883008183027	0.21752625608141618	0.3286973555337904
2383	0	0.7861783303343681	0.28089339207046354	0.31831537708129287
2385	0	0.728205294299265	0.27587071892388226	0.327130264446621
2386	0	0.7305065797215452	0.20082643637971104	0.3261508325171401
2391	0	0.7965413310133139	0.2737366613372527	0.29285014691478944
2394	0	0.7283415546203211	0.24276530126470644	0.3087169441723801
2397	0	0.7593793989011066	0.21432401805747045	0.297747306562194
2400	0	0.6956034065108564	0.23046201645254247	0.11968658178256615
2402	0	0.7548175009841555	0.2807315938751129	0.2844270323212537
2376	0	0.8179719807604671	0.2965090743306852	0.28991185112634676
73	0	0.7648898837260117	0.20902809245106418	0.28188050930460334
2243	0	0.8352541192375867	0.16728136488033363	0.29187071498530853
2239	0	0.7133448540515065	0.23083303493089483	0.25308521057786487
2046	0	0.7008339492462565	0.2312185585964209	0.04838393731635651
2047	0	0.7865017894142582	0.26266016705785233	0.21606268364348685
2048	0	0.7653181910903281	0.27892635754233686	0.30617042115572973
2049	0	0.7008373451421085	0.22849150755538689	0.03232125367286973
2052	0	0.7201281560156056	0.16896887517738526	0.09441723800195888
2053	0	0.7630843495746227	0.2880262532399292	0.2906953966699315
2060	0	0.7472210163844123	0.2415046320404587	0.29010773751224295
2062	0	0.7081385212236169	0.1847498078380068	0.0505386875612145
2063	0	0.6739698661361202	0.2243245508089731	0.03780607247796278
2066	0	0.7029453474921532	0.18808036265949357	0.033104799216454456
2070	0	0.8495162238605958	0.3174802297602371	0.2722820763956905
2071	0	0.753533958473896	0.16689130984292466	0.29755142017629777
2072	0	0.7756281308965886	0.291649419654903	0.2807051909892263
2076	0	0.7583625474117468	0.20340091022924703	0.21488736532810973
2078	0	0.7518640762122227	0.16041736535281836	0.05093046033300686
66	0	0.6085833984372555	0.8199431212701618	0.3065621939275221
2080	0	0.7154961540736626	0.23918140238420246	0.32556317335945156
2083	0	0.7047804047131043	0.1873551823137031	0.025073457394711073
2086	0	0.7682755918903204	0.20587042472645903	0.07267384916748286
2087	0	0.8127592806278554	0.23721360222572546	0.03036238981390793
2089	0	0.7681433854199378	0.20584416802331515	0.06170421155729677
2091	0	0.7533085558867286	0.2834610943158766	0.1571008814887366
2092	0	0.7028872493739543	0.1715717087300824	0.009990205680705192
2044	0	0.7425376515177098	0.27986097096403906	0.24642507345739476
2041	0	0.7642310799307501	0.24846395158016782	0.2644466209598433
2039	0	0.8816637054101099	0.19455758690996128	0.26190009794319297
2037	0	0.6925562974621104	0.20426702008069167	0.30773751224289914
1999	0	0.7703284109327727	0.2671849300821616	0.2734573947110676
2000	0	0.7670292981126864	0.20699812548883262	0.0654260528893242
2001	0	0.7317094343314078	0.28603894211407377	0.31204701273261515
2002	0	0.7655686384094031	0.20819745144007734	0.13320274240940255
2006	0	0.6974120535667763	0.23043135312844198	0.030754162585700292
2010	0	0.7270434734309461	0.26833553487926387	0.21645445641527916
2011	0	0.6991810464638428	0.22854648788790105	0.03212536728697356
71	0	0.7706238538718847	0.2989277355304095	0.25210577864838396
2012	0	0.6705845824587929	0.2244094473444457	0.04387855044074437
2016	0	0.8380935126567266	0.15808911818773624	0.0346718903036239
2017	0	0.7752057663500127	0.2273238406343732	0.06699314397649364
2094	0	0.6996731754458252	0.2313572925971131	0.039569049951028404
2019	0	0.9566266984581947	0.07604282462699855	0.08795298726738492
2021	0	0.6652249815314559	0.2727832826352522	0.35729676787463277
2022	0	0.8013368382657412	0.24875020423108027	0.267384916748286
2023	0	0.7586117212698774	0.285819692427243	0.22899118511263475
2024	0	0.7923916948527792	0.25693141247945755	0.19177277179236046
2025	0	0.8458616244178665	0.33281421165465863	0.2517140058765916
69	0	0.5712028413800183	0.8353717852960992	0.3171400587659158
2028	0	0.7709091091234413	0.2558825808682602	0.20176297747306565
2031	0	0.6829783288571535	0.26264162644327993	0.331439764936337
2032	0	0.7555333416801623	0.26406026117512116	0.07345739471106759
2033	0	0.7302523756926841	0.2832216984143345	0.3116552399608227
2035	0	0.7455927055477922	0.20201121884438947	0.3239960822722821
2020	0	0.770239268666661	0.29277060903647	0.26601371204701274
2099	0	0.7906524231191995	0.22309893263052094	0.2816846229187072
2104	0	0.7211344236295602	0.23462922920073426	0.30088148873653286
2108	0	0.6966607116095512	0.1875132302263288	0.06405484818805093
2172	0	0.7550295463809723	0.16164373372572646	0.10675808031341824
2173	0	0.7773379644580022	0.22549748630979263	0.3116552399608227
2175	0	0.7629627128300787	0.21059595082373703	0.32184133202742415
2179	0	0.7856934813041183	0.2542204189299614	0.025073457394711066
2181	0	0.7678662237201613	0.21030033022438424	0.2068560235063663
2184	0	0.9587150116870817	0.08011026948253686	0.020568070519098924
2186	0	0.7767028399615243	0.2745998754539058	0.25621939275220373
2187	0	0.7688995877531005	0.28826561343472207	0.32105778648383937
57	0	0.714581809115548	0.2372717199836256	0.3179236043095005
2189	0	0.7372315076509075	0.2416580145610774	0.3149853085210578
2192	0	0.6944772283994158	0.2043980361018484	0.33849167482859943
2196	0	0.7735922842586128	0.23160514586329906	0.050734573947110694
2170	0	0.788306064254269	0.23733112900084855	0.31753183153770814
2200	0	0.8342723303728975	0.15675826460039682	0.042507345739471104
2202	0	0.8110208012699746	0.27849194704266445	0.26503428011753194
2206	0	0.6798615402703971	0.22762609016675253	0.2993143976493635
2215	0	0.7035150373204356	0.2285618195499513	0.11087169441723801
2216	0	0.7567772512559173	0.23545487959490594	0.3051909892262489
2218	0	0.8082053842905051	0.2432525924415263	0.13731635651322235
2227	0	0.7506033074285201	0.2375359622883802	0.30577864838393737
54	0	0.7506943032877841	0.24899698100950127	0.2903036238981391
2230	0	0.7844421785801027	0.23495476967614223	0.3181194906953967
2232	0	0.7997538484891776	0.2512410054925305	0.0327130264446621
2235	0	0.7512018765211094	0.22925583966832672	0.1189030362389814
2199	0	0.7280705621313425	0.16376636990465293	0.0763956904995103
2242	0	0.7545382522233869	0.24889179869348918	0.06366307541625857
2166	0	0.7673962175846973	0.20957366794786134	0.1904015670910872
2161	0	0.7684767987195434	0.27632074932016093	0.29794319294809013
64	0	0.819841555847796	0.5388184433527781	0.0356513222331048
2111	0	0.6773054848366139	0.23238420422393313	0.13124387855044078
2113	0	0.7821028308251493	0.2572924646571736	0.15435847208619002
2116	0	0.7530832028230421	0.277526829118044	0.3079333986287954
2117	0	0.7464578100160547	0.2181340404426845	0.2908912830558277
2118	0	0.7353815367873401	0.16559652253470403	0.10362389813907938
2119	0	0.7599378964226439	0.25501335361355193	0.26679725759059747
2121	0	0.7012747860513098	0.1715923058114227	0.011361410381978455
2123	0	0.7330143073124865	0.2331396007817087	0.29990205680705195
63	0	0.9123375945529718	0.6365834824798022	0.27189030362389816
2124	0	0.7774619146565952	0.22045890944844443	0.30362389813907936
2126	0	0.707040918160813	0.18699267115370244	0.1330068560235064
2165	0	0.7538799931864181	0.16046507433095455	0.04407443682664055
